description,product_url,source,product_name,image_url,category,price,colors,brand,material,timestamp,id
Men Mock Collar Solid Cotton Casual Reversible Gilet Jacket,https://www.myntra.com/jackets/cantabil/cantabil-men-mock-collar-solid-cotton-casual-reversible-gilet-jacket/32266353/buy,myntra.com,Cantabil Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/32266353/2025/1/9/ef5f6fec-95b0-46f7-bb81-ea78742cfbd81736408639695CantabilMenReversibleBomberJacket1.jpg",Jackets,₹1599,[],Cantabil,Polyester,1739500557.419794,JEtorEUaqjWSuc50EupR
Mandarin Collar Long Sleeves Biker Jacket,https://www.myntra.com/jackets/mufti/mufti-mandarin-collar-long-sleeves-biker-jacket/26146698/buy,myntra.com,Mufti Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26146698/2024/6/25/fbe6dbac-bacb-42a7-b949-a49797ea04b21719284729823MuftiMandarinCollarLongSleevesBikerJacket1.jpg",Jackets,₹5879,[],Mufti,Polyester,1739500522.133151,JGk179ZuCsPGwVmL4Plj
Men Grey Solid Long Sleeves Pure Cotton Sporty Jacket,https://www.myntra.com/jackets/allen+solly/allen-solly-men-grey-solid-long-sleeves-pure-cotton-sporty-jacket/20297748/buy,myntra.com,Allen Solly Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20297748/2022/10/6/8c46cc53-4d19-4d5a-a751-051820dcf12c1665055714582AllenSollyGreyJacket1.jpg",Jackets,₹2399,[],Allen Solly,Unlined,1739500526.538151,JNX7sak3A8kGp7ugws3G
Girls Hooded Solid Cotton Casual Parka Jacket,https://www.myntra.com/jackets/v-mart/v-mart-girls-hooded-solid-cotton-casual-parka-jacket/32329053/buy,myntra.com,V-Mart Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/32329053/2025/1/14/4ed5cffe-ca6a-4a78-927e-7b7f62778e471736835641031V-MartGirlsFloralQuiltedJacket1.jpg",Jackets,₹799,[],V-Mart,Polyester,1739500431.682184,JSsGQT1dKBYSUUtPRzbB
Men Poseidon Regular Fit Floral Printed Cotton Shirt,https://www.myntra.com/shirts/rare+rabbit/rare-rabbit-men-poseidon-regular-fit-floral-printed-cotton-shirt/23309620/buy,myntra.com,RARE RABBIT Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23309620/2023/12/18/00d22866-052c-471a-a216-67969de958031702897469936RARERABBITFloralPrintedCottonShirt7.jpg",Shirts,₹1639,[],RARE RABBIT,,1739499490.012832,JVpHgFORP1MHKJAhGIWU
Men Slim Fit Low Distress Heavy Fade Jeans,https://www.myntra.com/jeans/pepe+jeans/pepe-jeans-men-slim-fit-low-distress-heavy-fade-jeans/21910250/buy,myntra.com,Pepe Jeans Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21910250/2023/2/9/a0a9fc83-ff19-4463-81ec-0caa698bbf921675942385523PepeJeansMenBlueSlimFitLowDistressHeavyFadeJeans1.jpg",Jeans,₹1719,[],Pepe Jeans,,1739501275.610184,JbCwPqCN5UJB5xpAm3gV
Canvas Cargo Trousers,https://www.myntra.com/trousers/h%26m/-hm-canvas-cargo-trousers-/30245635/buy,myntra.com,H&M Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30245635/2024/7/18/221bea21-1330-42ac-a3c6-7126eabd228f1721281490554Canvascargotrousers1.jpg",Trousers,₹ 1299,[],H&M,,1739501031.146979,JmHfkMyXKJ1vdieO8rLr
Women Plus Size Navy Blue Straight Fit Regular Trousers,https://www.myntra.com/trousers/sassafras+curve/sassafras-curve-women-plus-size-navy-blue-straight-fit-regular-trousers/27508776/buy,myntra.com,SASSAFRAS Curve Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27508776/2024/2/10/f5b4d2b9-b268-4ec3-981d-59e6dca1deb51707541381870SASSAFRASCurveWomenStraightFitTrousers1.jpg",Trousers,₹911,[],SASSAFRAS Curve,,1739500772.439926,K5Cu43Yv7tno1wDXDjrv
Round Neck Pure Cotton Lounge T-Shirt,https://www.myntra.com/lounge-tshirts/u.s.+polo+assn./us-polo-assn-round-neck-pure-cotton-lounge-t-shirt/31645783/buy,myntra.com,U.S. Polo Assn. Lounge Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/15/HK3SboYq_f56e1ec4f7e14b97abc730e6ef8b614e.jpg",Lounge Tshirts,₹1139,[],U.S. Polo Assn.,Cotton,1739499910.94364,KF0lTmAOjewiIofd5unX
Smart High-Rise Wrinkle Free Trousers,https://www.myntra.com/trousers/roadster/roadster-smart-high-rise-wrinkle-free-trousers/30191579/buy,myntra.com,Roadster Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30191579/2024/7/18/7702a114-2e74-44b3-b2e0-210ab6325f3a1721282763061-Women-Casual-Solid-Straight-fit-High-Rise-Trouser-Pants-3281-1.jpg",Trousers,₹519,[],Roadster,,1739500759.503043,KQbNzwvflosPqR7KaJGa
Ombre Dyed Drop-Shoulder T-shirt,https://www.myntra.com/tshirts/mast+%26+harbour/mast--harbour-ombre-dyed-drop-shoulder-t-shirt/31058752/buy,myntra.com,Mast & Harbour Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31058752/2025/1/22/657e3c8f-4212-48f3-a2ae-bae8613331081737535001268-Mast--Harbour-Ombre-Dyed-Drop-Shoulder-T-shirt-2891737535000-1.jpg",Tshirts,₹493,[],Mast & Harbour,Cotton,1739500040.63389,KSuGkpbAOG8qxUiSfRhd
Women Open Front Jacket,https://www.myntra.com/jackets/stylecast/stylecast-women-open-front-jacket/31606795/buy,myntra.com,StyleCast Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/13/CVwL8Ke2_4e30984447df4b2eb311816e58ff5153.jpg",Jackets,₹1349,[],StyleCast,Unlined,1739500532.171154,KUjoC5ApoiT9iKIXhASw
Girls Pack Of 2 Printed Hooded Sweatshirts,https://www.myntra.com/sweatshirts/hellcat/hellcat-girls-pack-of-2-printed-hooded-sweatshirts/24981146/buy,myntra.com,HELLCAT Sweatshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24981146/2023/9/15/5005761a-851a-4547-a343-6dfe124d777f1694781043753HELLCATGirlsBlueTypography2PrintedHoodedAppliqueT-shirt1.jpg",Sweatshirts,₹669,[],HELLCAT,,1739503443.703728,KYEfSOF2lpaJmnvwy5j1
Women Cape Jacket,https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-women-cape-jacket/31457741/buy,myntra.com,StyleCast x Revolte Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/30/vSPBsYi8_56425a1aa49b497cbf5ae5b8d79a2fb4.jpg",Jackets,₹2208,[],StyleCast x Revolte,Wool,1739500580.641026,KhK2CnQ87YEZsCg40eej
Men Blue Super Skinny Fit Stretchable Jeans,https://www.myntra.com/jeans/roadster/roadster-men-blue-super-skinny-fit-stretchable-jeans/14637820/buy,myntra.com,Roadster Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14637820/2021/10/4/202b19de-c805-40a3-92f7-e676200feb411633345637437-Roadster-Men-Jeans-591633345635103-1.jpg",Jeans,₹854,[],Roadster,,1739501288.551132,KjDnSZCbFpsPvI8f2A8C
Men Trellis Mid-Rise Slim Fit Cotton Trouser,https://www.myntra.com/trousers/rare+rabbit/rare-rabbit-men-trellis-mid-rise-slim-fit-cotton-trouser/24220000/buy,myntra.com,RARE RABBIT Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24220000/2023/7/27/8d16f58a-ef2e-4ed9-9f6b-bc58af8098391690436256609RARERABBITMenBeigeSlimFitTrousers1.jpg",Trousers,₹2249,[],RARE RABBIT,,1739500993.481535,KsCiyOkOJbw8L2Wlwt7P
The Lifestyle Co Women Blue Regular Fit Solid Casual Denim Shirt,https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-women-blue-regular-fit-solid-casual-denim-shirt/13203658/buy,myntra.com,Roadster Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13203658/2021/1/22/0ca09143-4391-480c-b335-87d3855711691611315858524-Roadster-Women-Shirts-3921611315854374-1.jpg",Shirts,₹629,[],Roadster,,1739499246.301501,L28WTASjAKlDNvzb9d68
Men Skinny Fit Mildly Distressed Heavy Fade Stretchable Jeans,https://www.myntra.com/jeans/pepe+jeans/pepe-jeans-men-skinny-fit-mildly-distressed-heavy-fade-stretchable-jeans/25647360/buy,myntra.com,Pepe Jeans Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25647360/2023/10/27/9eb41272-3c05-4789-9275-e4e06b4b58bb1698388742392PepeJeansMenBlueSkinnyFitMildlyDistressedHeavyFadeStretchabl1.jpg",Jeans,₹2278,[],Pepe Jeans,,1739501195.595461,LKbcuCKXDzeSDZm4G6L0
Men Olive Green Solid Pure Cotton Lounge T-shirt,https://www.myntra.com/lounge-tshirts/u.s.+polo+assn./us-polo-assn-men-olive-green-solid-pure-cotton-lounge-t-shirt/14112800/buy,myntra.com,U.S. Polo Assn. Lounge Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14112800/2021/6/23/703f4df7-f011-4ac6-bafb-a84a171270781624444290720-US-Polo-Assn-Men-Lounge-Tshirts-8791624444290272-1.jpg",Lounge Tshirts,₹843,[],U.S. Polo Assn.,Cotton,1739499896.339235,LV6KYj8RwfbzAJS4csRm
Men Wide Leg High-Rise Light Fade Jeans,https://www.myntra.com/jeans/jack+%26+jones/jack--jones-men-wide-leg-high-rise-light-fade-jeans/32665241/buy,myntra.com,Jack & Jones Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/FEBRUARY/6/05JAaXq9_c9f3ada5b3de4574a13bbcee6ce6200d.jpg",Jeans,₹ 11999,[],Jack & Jones,,1739501087.849024,LWVGa35RcU2AVRT2QyMj
Women Lounge T-shirt,https://www.myntra.com/lounge-tshirts/van+heusen/van-heusen-women-lounge-t-shirt/15286618/buy,myntra.com,Van Heusen Lounge Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15286618/2024/1/15/138412f1-4fb2-4282-b9e8-845d18cdb48e1705303662856VanHeusenWomenLoungeT-shirt1.jpg",Lounge Tshirts,₹533,[],Van Heusen,Cotton,1739499932.066093,LWkHESsJ3yLSKdh6glvl
Boys Polo Collar Cotton T-shirt,https://www.myntra.com/tshirts/united+colors+of+benetton/united-colors-of-benetton-boys-polo-collar-cotton-t-shirt/25427528/buy,myntra.com,United Colors of Benetton Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25427528/2023/10/10/a613c195-2a63-4388-89f9-7f0e9938343b1696938143339UnitedColorsofBenettonBoysBluePoloCollarPocketsT-shirt1.jpg",Tshirts,₹ 1799,[],United Colors of Benetton,Cotton,1739499155.531116,Lh7nYN2AGHrPpZjDxxlx
Men White & Teal Blue Slim Fit Striped Casual Shirt,https://www.myntra.com/shirts/the+indian+garage+co/the-indian-garage-co-men-white--teal-blue-slim-fit-striped-casual-shirt/10673544/buy,myntra.com,The Indian Garage Co Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10673544/2019/9/24/6b9c7688-7ca2-4d11-9e5b-a3745ecd8f761569310358973-The-Indian-Garage-Co-Men-Shirts-8481569310357131-1.jpg",Shirts,₹682,[],The Indian Garage Co,,1739499422.932116,LkwsO2DBIlXqBlz8SfCl
Men Self Design Round Neck Oversized T-shirt,https://www.myntra.com/tshirts/maniac/maniac-men-self-design-round-neck-oversized-t-shirt/31256211/buy,myntra.com,Maniac Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31256211/2024/11/29/a91334b2-1fce-4b56-b840-bc3209fc9b0c1732861344862-Maniac-Men-Self-Design-Round-Neck-Oversized-T-shirt-91173286-1.jpg",Tshirts,₹599,[],Maniac,Polyester,1739499680.136244,LsqtxdTT7xWyRbhBDmH1
Women Ribbed T-shirt,https://www.myntra.com/tshirts/h%26m/hm-women-ribbed-t-shirt/27848808/buy,myntra.com,H&M Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27848808/2024/4/17/4f3948cb-685e-4be1-857a-825d115a067c1713346247078HMWomenRibbedT-shirt1.jpg",Tshirts,₹479,[],H&M,Cotton,1739499857.248245,LzpTkn67JNBvLwquf3h2
Men Hanmer Floral Printed Slim Fit Shirt,https://www.myntra.com/shirts/rare+rabbit/rare-rabbit-men-hanmer-floral-printed-slim-fit-shirt/25607464/buy,myntra.com,RARE RABBIT Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25607464/2023/10/23/fb9cfa6f-5069-4b21-a361-4ef92f22173b1698085234855RARERABBITMenTealSlimFitPrintedCasualShirt7.jpg",Shirts,₹1679,[],RARE RABBIT,,1739499381.532665,MBDOmTnqyFWBSJv4hcJr
Men Slim Fit Low-Rise Stretchable Jeans,https://www.myntra.com/jeans/jack+%26+jones/jack--jones-men-slim-fit-low-rise-stretchable-jeans/32680019/buy,myntra.com,Jack & Jones Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/FEBRUARY/7/N8mx4cwh_c8261d14ccd84436b33982033dc5f384.jpg",Jeans,₹ 3499,[],Jack & Jones,,1739501136.283483,MCk5jTmNmnbU8q7cwd9k
Men Loose Fit Printed T-shirt,https://www.myntra.com/tshirts/h%26m/hm-men-loose-fit-printed-t-shirt/30144743/buy,myntra.com,H&M Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30144743/2024/7/6/d9b3b821-6c7e-4080-b828-ed4d24f4d44d1720278640689HMMenLooseFitPrintedT-shirt1.jpg",Tshirts,₹679,[],H&M,Cotton,1739499817.787707,MQEMyEINBqSfVc6OLJvw
Women Skinny Fit Mid-Rise Jeans,https://www.myntra.com/jeans/yu+by+pantaloons/yu-by-pantaloons-women-skinny-fit-mid-rise-jeans/21723228/buy,myntra.com,YU by Pantaloons Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21723228/2023/8/3/36d6eaab-453e-409d-bd5c-c20a29f583d11691045654765YUbyPantaloonsWomenSkinnyFitMid-RiseJeans1.jpg",Jeans,₹ 1399,[],YU by Pantaloons,,1739500384.848645,MYm9pta5ZbQfOLwuluYJ
Women Woollen Longline Tailored Jacket,https://www.myntra.com/jackets/mango/mango-women-woollen-longline-tailored-jacket/32352109/buy,myntra.com,MANGO Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/32352109/2025/1/22/77846c0c-de2d-407b-90ad-af5696a3c7191737545489161-MANGO-Women-Woollen-Longline-Tailored-Jacket-314173754548865-1.jpg",Jackets,₹5092,[],MANGO,Polyester,1739500479.274538,MZoP2YgkaEeN913vbkQS
Men Relaxed Fit Spread Collar Solid Cotton Casual Shirt,https://www.myntra.com/shirts/jack+%26+jones/jack--jones-men-relaxed-fit-spread-collar-solid-cotton-casual-shirt/32684362/buy,myntra.com,Jack & Jones Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/FEBRUARY/7/tsM0CMxt_69aaea47381e44b78c1f7f64af1ee782.jpg",Shirts,₹ 3499,[],Jack & Jones,,1739499249.463202,Md6ydTUY5OF4WTTGRapc
"Pace Ultra Breezy, Super Combed Cotton Solid Crew Neck T-Shirt",https://www.myntra.com/lounge-tshirts/xyxx/xyxx-pace-ultra-breezy-super-combed-cotton-solid-crew-neck-t-shirt/32463260/buy,myntra.com,XYXX Lounge Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/24/FUU3twgl_052ca9edbb3c48a2be9b8687f0ace46a.jpg",Lounge Tshirts,₹368,[],XYXX,Cotton,1739499966.065513,Mie2WL4qpCKdEaPIVYVB
5-Pack Cotton T-Shirts,https://www.myntra.com/tshirts/h%26m/hm-5-pack-cotton-t-shirts/32047111/buy,myntra.com,H&M Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/32047111/2024/12/23/ff47fffe-a477-4318-8cc9-e50e4e80e88c1734946432335HM5-PackCottonT-Shirts1.jpg",Tshirts,₹ 1999,[],H&M,Cotton,1739500109.437723,MprtahMOdFPtp18EVFug
Women Polyester Lightweight Training or Gym Sporty Jacket with Embroidered,https://www.myntra.com/jackets/silvertraq/silvertraq-women-polyester-lightweight-training-or-gym-sporty-jacket-with-embroidered/31624019/buy,myntra.com,Silvertraq Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/14/nyBQ0Z3a_89d3dc2c503c47cea1f72a397f57ce9f.jpg",Jackets,₹1919,[],Silvertraq,Polyester,1739500587.943004,MtWlhLeT9uipq0FTmbyY
Round Neck Pure Cotton Oversized  Lounge T-Shirt,https://www.myntra.com/lounge-tshirts/u.s.+polo+assn./us-polo-assn-round-neck-pure-cotton-oversized--lounge-t-shirt/31645781/buy,myntra.com,U.S. Polo Assn. Lounge Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/15/1bmTDjuw_7ba5378df349496ba645e73873726c21.jpg",Lounge Tshirts,₹854,[],U.S. Polo Assn.,Cotton,1739499185.167485,Muexq8FtosarUMoCknfO
Vintage Long Sleeve Crew Neck Tshirt,https://www.myntra.com/tshirts/creatures+of+habit/creatures-of-habit-vintage-long-sleeve-crew-neck-tshirt/30235604/buy,myntra.com,Creatures of Habit Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30235604/2024/7/16/ff80b1dc-71dc-4414-a342-44d66eb895361721109273388CreaturesofHabitWomenV-NeckOrganicCottonPocketsT-shirt1.jpg",Tshirts,₹ 2199,[],Creatures of Habit,Organic Cotton,1739500056.81727,Mxe8xGg2ysDLMhVLpZem
Skinny Fit Jeans,https://www.myntra.com/jeans/h%26m/hm-skinny-fit-jeans/32047565/buy,myntra.com,H&M Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/32047565/2024/12/23/1fa40d94-336f-4e79-b0a4-e7fccbfbb3fa1734935727160SkinnyFitJeans1.jpg",Jeans,₹ 799,[],H&M,,1739501091.394391,N0YcldfJNRbID60dLAXw
Kids White Henley Neck T-shirt,https://www.myntra.com/tshirts/kiddopanti/kiddopanti-kids-white-henley-neck-t-shirt/19456970/buy,myntra.com,KiddoPanti Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19456970/2022/8/10/65ead7d6-61e7-47a5-8d65-03b9a8be47a51660109927204SolidFullSleeveHenleyNeckRibTee1.jpg",Tshirts,₹389,[],KiddoPanti,Cotton,1739499953.542432,NOvgGELzqrTkBhb2hDRQ
Graphic Printed Oversized Pure Cotton T-Shirt,https://www.myntra.com/tshirts/dillinger/dillinger-graphic-printed-oversized-pure-cotton-t-shirt/27873912/buy,myntra.com,DILLINGER Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27873912/2024/3/5/4cb9850f-3dea-4639-b310-5d7360e1c56b1709629321859DILLINGERGraphicPrintedOversizedPureCottonT-Shirt1.jpg",Tshirts,₹461,[],DILLINGER,Cotton,1739499695.33929,NxeYYN9keqEeUr4J6oJS
Boys Blue Slim Fit Light Fade Stretchable Denim Jeans,https://www.myntra.com/jeans/tales+%26+stories/tales--stories-boys-blue-slim-fit-light-fade-stretchable-denim-jeans/19903270/buy,myntra.com,TALES & STORIES Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19903270/2024/12/30/7e7ef0bf-c0a2-4c70-b613-d59835d090041735567831463-TALES--STORIES-Boys-Blue-Slim-Fit-Light-Fade-Stretchable-Den-1.jpg",Jeans,₹ 1099,[],TALES & STORIES,,1739501341.488543,OFePYUovUhO96VtRGpAH
Women Jean Wide Leg High-Rise Stretchable Jeans,https://www.myntra.com/jeans/kotty/kotty-women-jean-wide-leg-high-rise-stretchable-jeans/30975149/buy,myntra.com,Kotty Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/15/NpVklfoE_d170c7c685794de4a45be6fcc39e524b.jpg",Jeans,₹749,[],Kotty,,1739500388.727732,OSBGLdB2VwOghRGMRS0l
Lightweight Dry-Fit Training or Gym Sporty Jacket,https://www.myntra.com/jackets/athlisis/athlisis-lightweight-dry-fit-training-or-gym-sporty-jacket/26817166/buy,myntra.com,ATHLISIS Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26817166/2024/1/7/c78210f7-b237-4c94-bcbc-5d72bfdbbd671704614043252ATHLISISWomenBlackLightweightTrainingorGymSportyJacket1.jpg",Jackets,₹883,[],ATHLISIS,Polyester,1739500615.336842,OXq03UUipeaXYbkCnGAL
Men Burgundy Solid Hooded Puffer Jacket,https://www.myntra.com/jackets/flying+machine/flying-machine-men-burgundy-solid-hooded-puffer-jacket/19246532/buy,myntra.com,Flying Machine Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19246532/2022/9/12/0972dd75-399d-49db-99f2-a63aca16614a1662963562162-Flying-Machine-Men-Burgundy-Solid-Hooded-Puffer-Jacket-50816-1.jpg",Jackets,₹2399,[],Flying Machine,Polyester,1739500658.127577,OZEk6wpUTVve4v2dIEgy
Men Graphic Printed Oversized T-shirt,https://www.myntra.com/tshirts/difference+of+opinion/difference-of-opinion-men-graphic-printed-oversized-t-shirt/29447816/buy,myntra.com,Difference of Opinion Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29447816/2024/5/20/4e8bdb98-f44e-46df-8b63-2a01c4177b7e1716205251708-Difference-of-Opinion-Men-Tshirts-6011716205251222-1.jpg",Tshirts,₹461,[],Difference of Opinion,Cotton,1739499670.670824,OfWXKw6OqyuG72NobzmF
Graphic  Printed Oversized Cotton T-shirt,https://www.myntra.com/tshirts/fabflee/fabflee-graphic--printed-oversized-cotton-t-shirt/27539672/buy,myntra.com,Fabflee Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27539672/2024/2/13/2756e110-3dc9-4e27-a52f-5b4cdb34671a1707805632047FabfleeWomenTypographyPrintedAppliqueT-shirt1.jpg",Tshirts,₹239,[],Fabflee,Cotton,1739499750.395551,Ofky60rnAXPZfZIBnriM
Men Single Jersey Compact Cotton Yarn Melange Crew Neck Tshirt,https://www.myntra.com/tshirts/andamen/andamen-men-single-jersey-compact-cotton-yarn-melange-crew-neck-tshirt/27247332/buy,myntra.com,Andamen Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27247332/2024/1/30/ae88fbe3-f173-421a-ad6c-ac05bbb3ebe11706633806851AndamenMenPocketsT-shirt1.jpg",Tshirts,₹2072,[],Andamen,Cotton,1739500082.632945,OqrgjwJGcBKfvs5npPhF
Boys Pack Of 3 Graphic Printed Round Neck Cotton T-shirts,https://www.myntra.com/tshirts/yk+marvel/yk-marvel-boys-pack-of-3-graphic-printed-round-neck-cotton-t-shirts/30688279/buy,myntra.com,YK Marvel Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30688279/2024/8/29/2cd52a9d-f283-460d-bcf3-1525f5408bd41724915181126-YK-Marvel-Boys-3-Avengers-Printed-Applique-T-shirt-583172491-1.jpg",Tshirts,₹561,[],YK Marvel,Cotton,1739499887.211377,OwOI8xCKuUX5jh3HP5ri
Maroon Oversized Tailored Jacket,https://www.myntra.com/jackets/tokyo+talkies/tokyo-talkies-maroon-oversized-tailored-jacket---/26218170/buy,myntra.com,Tokyo Talkies Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26218170/2023/12/4/7211636b-1e4b-4611-9c7c-070dfddf0e951701672511014TokyoTalkiesWomenMaroonOpenFrontJacket1.jpg",Jackets,₹898,[],Tokyo Talkies,Unlined,1739500584.163697,PD3votjB6d3Ru7FYOdsl
Girls Easy Wash Regular Fit Cargos,https://www.myntra.com/trousers/cutiekins/cutiekins-girls-easy-wash-regular-fit-cargos/32441086/buy,myntra.com,Cutiekins Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/22/U63bOn0Y_ce791a2ef905499fa98967568e59ff32.jpg",Trousers,₹379,[],Cutiekins,,1739500806.68544,PF3EZjbChyQAAqEgtIjp
Men Straight Fit Mid-Rise Clean Look Stretchable Jeans,https://www.myntra.com/jeans/highlander/highlander-men-straight-fit-mid-rise-clean-look-stretchable-jeans/25042484/buy,myntra.com,HIGHLANDER Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25042484/2024/1/23/8ca93a2a-10e5-4bd9-86ae-46dbfcf28d4e1706010737711HIGHLANDERMenBlackSkinnyFitMid-RiseCleanLookStretchableJeans1.jpg",Jeans,₹659,[],HIGHLANDER,,1739501101.712104,PH8ycMRh6JmukD8QCppi
